1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
1,1,1,12,1,12,1,1,1,21,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,306,15,2,1,2,3,18,144,183,8,35,426,89,1,1,3,10,1,1,1,16,132,115,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,13,2,13,1,1,1,8,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,107,2,2,1,2,3,14,429,181,7,35,198,25,1,1,3,10,1,1,1,16,109,102,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,14,3,14,1,1,1,90,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,159,57,2,1,14,3,18,44,431,9,35,194,110,1,1,3,10,1,1,1,16,124,118,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,25,7,25,1,1,1,63,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,370,17,2,1,1,3,3,131,432,29,35,362,46,1,1,1,10,1,1,1,16,105,107,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,15,5,15,1,1,1,66,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,356,13,2,1,2,3,14,116,321,35,35,446,14,1,1,1,10,1,1,1,16,105,110,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,16,6,16,1,1,1,62,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,305,1,1,1,1,3,18,430,181,29,35,446,14,1,1,1,10,1,1,1,16,110,107,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,17,4,17,1,1,1,57,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,356,13,2,1,2,3,19,137,413,5,35,424,148,1,1,3,10,1,1,1,16,132,108,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,18,1,18,1,1,1,47,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,372,14,2,1,2,3,18,116,433,5,35,332,44,1,1,3,10,1,1,1,16,133,115,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,19,2,19,1,1,1,13,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,373,25,12,3,4,3,15,120,434,3,35,340,40,1,1,1,10,1,1,1,16,133,116,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,3,20,1,1,1,64,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,374,48,34,1,1,3,58,349,219,3,35,230,149,112,3,4,10,1,1,1,16,47,93,1,22,3,2,4,48,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,26,7,26,1,1,1,2,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,356,13,2,1,2,3,18,107,409,10,35,190,11,1,1,3,10,1,1,1,16,110,109,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,21,5,21,1,1,1,103,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,375,5,2,1,2,3,5,431,322,8,35,427,28,1,1,3,10,1,1,1,16,121,107,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,22,6,22,1,1,1,69,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,376,93,76,1,1,3,38,432,135,7,35,447,34,15,1,6,10,1,1,1,16,25,109,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,23,4,23,1,1,1,44,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,107,2,2,1,2,3,9,409,186,5,35,195,91,1,1,3,10,1,1,1,16,134,116,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,67,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,375,5,2,1,2,3,12,122,140,1,35,338,17,7,1,6,10,1,1,1,16,30,106,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,1,1,1,66,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,194,41,27,3,4,3,15,127,435,14,35,448,43,19,1,6,10,1,1,1,16,123,110,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,3,3,3,1,1,1,23,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,377,75,58,3,4,3,9,433,317,8,35,449,48,21,1,6,10,1,1,1,16,132,118,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,27,7,27,1,1,1,56,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,372,14,2,1,2,3,3,431,436,2,35,366,30,1,1,1,10,1,1,1,16,117,118,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,29,5,29,1,1,1,66,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,378,81,64,3,4,3,10,434,189,5,35,146,59,31,3,7,10,1,1,1,16,123,108,1,22,3,2,4,3,2,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,30,6,30,1,1,1,42,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,379,7,5,3,4,3,8,435,437,30,35,450,108,75,3,10,10,1,1,1,16,30,101,1,22,3,2,4,23,2,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,4,4,4,1,1,1,7,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,108,96,79,3,4,3,1,122,438,15,35,338,17,7,1,6,10,1,1,1,16,116,110,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,5,1,5,1,1,1,43,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,309,130,112,3,7,3,1,224,439,13,35,135,80,49,3,5,10,1,1,1,16,106,108,1,22,3,20,4,3,2,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,6,2,6,1,1,1,88,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,310,131,113,3,7,3,14,348,439,14,35,158,111,76,3,4,10,1,1,1,16,110,109,1,22,3,2,4,3,2,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,7,3,7,1,1,1,21,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,373,25,12,3,4,3,17,436,191,19,35,139,51,24,3,10,10,1,1,1,16,33,106,1,22,3,2,4,29,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,28,7,28,1,1,1,81,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,107,2,2,1,2,3,7,128,440,8,35,204,36,1,1,3,10,1,1,1,16,132,108,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,31,5,31,1,1,1,56,28,16,16,16,16,16,12,12,12,12,1,1,1,1,1,1,1,1,1,31,39,16,2,1,2,3,14,437,409,3,35,201,39,1,1,3,10,1,1,1,16,114,110,1,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,8,3,8,1,1,1,105,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,32,380,15,2,1,2,7,13,303,185,6,36,49,24,1,1,1,10,1,1,1,18,15,26,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,24,7,24,1,1,1,92,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,264,35,21,1,1,7,14,300,315,6,4,451,54,27,1,6,4,1,1,1,18,9,8,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,9,5,9,1,1,1,78,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,381,94,77,3,4,7,9,174,431,11,4,333,65,37,3,7,4,1,1,1,18,36,8,1,23,2,2,4,3,2,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,10,6,10,1,1,1,101,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,262,2,2,1,2,7,15,438,55,5,4,327,66,1,1,1,4,1,1,1,18,35,9,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,11,4,11,1,1,1,33,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,266,5,2,1,2,7,20,299,50,11,4,59,1,1,1,1,4,1,1,1,18,9,12,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,12,1,12,1,1,1,30,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,263,13,2,1,2,7,1,295,441,6,4,43,2,1,1,1,4,1,1,1,18,36,14,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,13,2,13,1,1,1,78,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,154,15,2,1,2,7,13,173,407,7,4,418,24,1,1,1,4,1,1,1,18,15,9,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,14,3,14,1,1,1,13,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,32,152,19,8,1,1,7,15,439,431,6,36,417,54,27,1,6,10,1,1,1,18,36,12,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,25,7,25,1,1,1,95,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,382,27,13,3,4,7,1,171,175,7,4,331,34,15,1,6,4,1,1,1,18,14,10,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,15,5,15,1,1,1,34,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,148,6,2,1,2,7,14,438,442,6,4,58,23,1,1,1,4,1,1,1,18,14,12,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,16,6,16,1,1,1,39,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,238,12,2,1,2,7,18,440,350,6,4,360,29,1,1,3,4,1,1,1,18,40,10,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,17,4,17,1,1,1,32,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,266,5,2,1,2,7,13,167,442,6,4,58,23,1,1,1,4,1,1,1,18,10,11,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,18,1,18,1,1,1,30,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,149,20,9,1,1,7,20,175,407,5,4,48,20,1,1,6,4,1,1,1,18,35,7,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,19,2,19,1,1,1,92,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,21,262,2,2,1,2,7,1,299,41,5,4,57,27,1,1,1,4,1,1,1,18,10,7,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,3,20,1,1,1,56,29,7,7,7,7,7,7,7,7,7,13,13,13,13,13,11,11,11,11,32,150,3,3,1,1,7,5,441,431,11,36,333,48,21,1,6,10,1,1,1,18,15,9,1,23,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
